"ST","STATE","OCC_CODE","OCC_TITLE","GROUP","TOT_EMP","H_MEAN","A_MEAN"
"AZ","Arizona","19-3022","Survey researchers",NA,"610","17.98","37400"
"NJ","New Jersey","49-9011","Mechanical door repairers",NA,"610","18.04","37520"
"IA","Iowa","19-4099","Life, physical, and social science technicians, all other",NA,"610","18.26","37980"
"PA","Pennsylvania","47-5042","Mine cutting and channeling machine operators",NA,"610","18.28","38010"
"IA","Iowa","21-1029","Social workers, all other",NA,"610","18.80","39100"
"MT","Montana","33-2011","Fire fighters",NA,"610","18.92","39350"
"OH","Ohio","47-5021","Earth drillers, except oil and gas",NA,"610","19.06","39650"
"GA","Georgia","23-2091","Court reporters",NA,"610","19.22","39980"
"NV","Nevada","29-2099","Health technologists and technicians, all other",NA,"610","19.42","40380"
"IA","Iowa","37-1012","First-line supervisors/managers of landscaping, lawn service, and groundskeeping workers",NA,"610","20.08","41770"
"VA","Virginia","49-9094","Locksmiths and safe repairers",NA,"610","20.45","42530"
"DE","Delaware","49-3031","Bus and truck mechanics and diesel engine specialists",NA,"610","20.57","42790"
"IA","Iowa","17-3027","Mechanical engineering technicians",NA,"610","20.64","42930"
"IA","Iowa","39-1011","Gaming supervisors",NA,"610","20.99","43670"
"VA","Virginia","21-1013","Marriage and family therapists",NA,"610","21.64","45010"
"NV","Nevada","27-3099","Media and communication workers, all other",NA,"610","21.67","45070"
"LA","Louisiana","49-9012","Control and valve installers and repairers, except mechanical door",NA,"610","22.05","45860"
"ME","Maine","13-1071","Employment, recruitment, and placement specialists",NA,"610","22.06","45880"
"SC","South Carolina","33-1099","First-line supervisors/managers, protective service workers, all other",NA,"610","22.86","47550"
"OR","Oregon","49-9012","Control and valve installers and repairers, except mechanical door",NA,"610","22.99","47820"
"WI","Wisconsin","47-2151","Pipelayers",NA,"610","23.19","48240"
"AL","Alabama","33-1021","First-line supervisors/managers of fire fighting and prevention workers",NA,"610","24.46","50870"
"NH","New Hampshire","13-1073","Training and development specialists",NA,"610","24.85","51690"
"MN","Minnesota","19-1023","Zoologists and wildlife biologists",NA,"610","25.55","53140"
"RI","Rhode Island","41-3099","Sales representatives, services, all other",NA,"610","25.55","53130"
"NC","North Carolina","51-8013","Power plant operators",NA,"610","25.84","53750"
"VA","Virginia","47-4021","Elevator installers and repairers",NA,"610","26.21","54510"
"MA","Massachusetts","47-4099","Construction and related workers, all other",NA,"610","26.42","54960"
"DE","Delaware","27-3031","Public relations specialists",NA,"610","26.50","55130"
"IL","Illinois","51-8092","Gas plant operators",NA,"610","26.92","55990"
"MA","Massachusetts","25-4012","Curators",NA,"610","27.48","57160"
"IN","Indiana","17-2111","Health and safety engineers, except mining safety engineers and inspectors",NA,"610","27.56","57330"
"KS","Kansas","19-2031","Chemists",NA,"610","28.12","58500"
"HI","Hawaii","11-9151","Social and community service managers",NA,"610","28.80","59900"
"NV","Nevada","17-1022","Surveyors",NA,"610","28.82","59950"
"VT","Vermont","41-3021","Insurance sales agents",NA,"610","29.03","60390"
"IN","Indiana","27-3042","Technical writers",NA,"610","29.26","60860"
"ME","Maine","15-1081","Network systems and data communications analysts",NA,"610","29.28","60890"
"NM","New Mexico","29-9011","Occupational health and safety specialists",NA,"610","29.64","61660"
"WI","Wisconsin","13-2031","Budget analysts",NA,"610","30.12","62640"
"CT","Connecticut","33-1011","First-line supervisors/managers of correctional officers",NA,"610","31.45","65420"
"NJ","New Jersey","17-1012","Landscape architects",NA,"610","32.56","67710"
"AR","Arkansas","17-2071","Electrical engineers",NA,"610","32.71","68040"
"CA","California","13-1061","Emergency management specialists",NA,"610","34.22","71170"
"IN","Indiana","17-2131","Materials engineers",NA,"610","35.32","73460"
"DE","Delaware","17-2112","Industrial engineers",NA,"610","37.11","77200"
"CT","Connecticut","29-1199","Health diagnosing and treating practitioners, all other",NA,"610","37.41","77820"
"SC","South Carolina","11-3049","Human resources managers, all other",NA,"610","38.19","79440"
"UT","Utah","17-2011","Aerospace engineers",NA,"610","38.64","80370"
"TN","Tennessee","29-1121","Audiologists",NA,"610","40.12","83460"
"UT","Utah","29-1071","Physician assistants",NA,"610","41.52","86360"
"RI","Rhode Island","11-3051","Industrial production managers",NA,"610","41.90","87150"
"AZ","Arizona","23-1023","Judges, magistrate judges, and magistrates",NA,"610","42.55","88510"
"DC","District of Columbia","33-1012","First-line supervisors/managers of police and detectives",NA,"610","46.86","97470"
"IN","Indiana","29-1041","Optometrists",NA,"610","50.25","104510"
"TX","Texas","15-2011","Actuaries",NA,"610","50.61","105260"
"ND","North Dakota","35-2015","Cooks, short order",NA,"610","8.79","18270"
"WA","Washington","29-1063","Internists, general",NA,"610","83.87","174440"
"VA","Virginia","39-5011","Barbers",NA,"610","9.05","18820"
"WI","Wisconsin","39-5092","Manicurists and pedicurists",NA,"610","9.59","19950"
"PR","Puerto Rico","51-5023","Printing machine operators",NA,"610","9.97","20730"
"KY","Kentucky","51-4041","Machinists",NA,"6100","15.95","33170"
"CA","California","29-2081","Opticians, dispensing",NA,"6100","17.68","36780"
"NC","North Carolina","17-2112","Industrial engineers",NA,"6100","32.60","67800"
"GA","Georgia","17-2051","Civil engineers",NA,"6100","35.48","73800"
"NJ","New Jersey","17-2141","Mechanical engineers",NA,"6100","40.50","84230"
"CT","Connecticut","11-2022","Sales managers",NA,"6100","53.21","110680"
"IA","Iowa","41-9041","Telemarketers",NA,"6100","9.98","20760"
"CA","California","35-9011","Dining room and cafeteria attendants and bartender helpers",NA,"61030","8.74","18190"
"HI","Hawaii","00-0000","All Occupations",NA,"610310","19.33","40200"
"IA","Iowa","49-0000","Installation, maintenance, and repair occupations","major","61050","17.52","36450"
"CA","California","51-9022","Grinding and polishing workers, hand",NA,"6110","11.68","24290"
"FL","Florida","29-2056","Veterinary technologists and technicians",NA,"6110","12.07","25100"
"MI","Michigan","39-9031","Fitness trainers and aerobics instructors",NA,"6110","12.09","25140"
"UT","Utah","35-1012","First-line supervisors/managers of food preparation and serving workers",NA,"6110","14.41","29980"
"WV","West Virginia","19-0000","Life, physical, and social science occupations","major","6110","22.21","46200"
"MD","Maryland","41-3021","Insurance sales agents",NA,"6110","30.93","64340"
"CT","Connecticut","15-1021","Computer programmers",NA,"6110","39.41","81980"
"TX","Texas","51-3011","Bakers",NA,"6110","9.85","20480"
"MD","Maryland","39-0000","Personal care and service occupations","major","61150","12.19","25360"
"VA","Virginia","37-2011","Janitors and cleaners, except maids and housekeeping cleaners",NA,"61150","9.78","20340"
"AR","Arkansas","33-9032","Security guards",NA,"6120","10.69","22230"
"AK","Alaska","41-2011","Cashiers",NA,"6120","11.17","23230"
"KY","Kentucky","29-2052","Pharmacy technicians",NA,"6120","11.39","23700"
"AR","Arkansas","43-5071","Shipping, receiving, and traffic clerks",NA,"6120","12.24","25470"
"IL","Illinois","45-0000","Farming, fishing, and forestry occupations","major","6120","13.56","28210"
"TX","Texas","51-9141","Semiconductor processors",NA,"6120","15.43","32090"
"AZ","Arizona","33-2011","Fire fighters",NA,"6120","18.73","38950"
"NY","New York","47-2051","Cement masons and concrete finishers",NA,"6120","24.94","51870"
"NY","New York","47-2211","Sheet metal workers",NA,"6120","26.92","56000"
"MA","Massachusetts","11-9041","Engineering managers",NA,"6120","62.34","129670"
"CO","Colorado","35-3022","Counter attendants, cafeteria, food concession, and coffee shop",NA,"6120","8.85","18410"
"TX","Texas","37-3011","Landscaping and groundskeeping workers",NA,"61250","9.68","20140"
"TX","Texas","35-9099","Food preparation and serving related workers, all other",NA,"6130","10.42","21680"
"OR","Oregon","39-9021","Personal and home care aides",NA,"6130","10.49","21810"
"WI","Wisconsin","43-6013","Medical secretaries",NA,"6130","14.41","29970"
"NY","New York","31-1013","Psychiatric aides",NA,"6130","15.65","32540"
"CA","California","21-1013","Marriage and family therapists",NA,"6130","20.50","42630"
"NC","North Carolina","25-1194","Vocational education teachers, postsecondary",NA,"6130","21.82","45390"
"OH","Ohio","13-2099","Financial specialists, all other",NA,"6130","29.27","60880"
"TN","Tennessee","29-1051","Pharmacists",NA,"6130","50.62","105280"
"IL","Illinois","43-4081","Hotel, motel, and resort desk clerks",NA,"6130","9.80","20380"
"CA","California","15-1041","Computer support specialists",NA,"61360","24.22","50380"
"SC","South Carolina","41-2021","Counter and rental clerks",NA,"6140","10.43","21680"
"IL","Illinois","53-7063","Machine feeders and offbearers",NA,"6140","12.68","26360"
"MS","Mississippi","47-2031","Carpenters",NA,"6140","14.19","29510"
"MO","Missouri","29-2041","Emergency medical technicians and paramedics",NA,"6140","15.51","32260"
"CA","California","29-1031","Dietitians and nutritionists",NA,"6140","27.90","58040"
"MA","Massachusetts","29-2034","Radiologic technologists and technicians",NA,"6140","30.72","63910"
"MO","Missouri","39-5012","Hairdressers, hairstylists, and cosmetologists",NA,"6150","11.52","23970"
"ME","Maine","47-2031","Carpenters",NA,"6150","16.36","34030"
"PA","Pennsylvania","43-4199","All other information and record clerks",NA,"6150","16.93","35220"
"CA","California","27-4011","Audio and video equipment technicians",NA,"6150","20.04","41690"
"NJ","New Jersey","27-1024","Graphic designers",NA,"6150","23.58","49040"
"NY","New York","11-2031","Public relations managers",NA,"6150","57.55","119710"
"OH","Ohio","43-6014","Secretaries, except legal, medical, and executive",NA,"61550","14.41","29970"
"NY","New York","17-3011","Architectural and civil drafters",NA,"6160","24.17","50260"
"VA","Virginia","53-1031","First-line supervisors/managers of transportation and material-moving machine and vehicle operators",NA,"6160","26.74","55630"
"KS","Kansas","11-1011","Chief executives",NA,"6160","61.01","126910"
"CT","Connecticut","35-9021","Dishwashers",NA,"6160","9.53","19830"
"SC","South Carolina","41-2011","Cashiers",NA,"61650","7.66","15940"
"TN","Tennessee","29-2041","Emergency medical technicians and paramedics",NA,"6170","14.93","31050"
"WI","Wisconsin","13-1079","Human resources, training, and labor relations specialists, all other",NA,"6170","18.78","39070"
"MI","Michigan","29-2034","Radiologic technologists and technicians",NA,"6170","23.02","47880"
"WV","West Virginia","41-4012","Sales representatives, wholesale and manufacturing, except technical and scientific products",NA,"6170","23.12","48080"
"SD","South Dakota","15-0000","Computer and mathematical occupations","major","6170","24.98","51970"
"PA","Pennsylvania","13-1022","Wholesale and retail buyers, except farm products",NA,"6170","26.15","54390"
"MD","Maryland","35-9031","Hosts and hostesses, restaurant, lounge, and coffee shop",NA,"6170","8.72","18140"
"PA","Pennsylvania","41-0000","Sales and related occupations","major","617220","16.91","35180"
"GA","Georgia","51-4031","Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",NA,"6180","12.75","26510"
"MS","Mississippi","43-6011","Executive secretaries and administrative assistants",NA,"6180","15.93","33140"
"PA","Pennsylvania","51-9023","Mixing and blending machine setters, operators, and tenders",NA,"6180","16.21","33720"
"PA","Pennsylvania","11-3051","Industrial production managers",NA,"6180","39.71","82600"
"KS","Kansas","53-3022","Bus drivers, school",NA,"6190","11.69","24320"
"IA","Iowa","43-5071","Shipping, receiving, and traffic clerks",NA,"6190","13.21","27470"
"PA","Pennsylvania","15-1081","Network systems and data communications analysts",NA,"6190","33.99","70690"
"AZ","Arizona","11-9041","Engineering managers",NA,"6190","53.21","110680"
"UT","Utah","53-7064","Packers and packagers, hand",NA,"6190","9.13","18990"
"IA","Iowa","39-4021","Funeral attendants",NA,"620","10.03","20860"
"DE","Delaware","51-6011","Laundry and dry-cleaning workers",NA,"620","10.06","20920"
"NM","New Mexico","31-9096","Veterinary assistants and laboratory animal caretakers",NA,"620","10.06","20930"
"AR","Arkansas","51-3093","Food cooking machine operators and tenders",NA,"620","10.94","22760"
"MI","Michigan","35-2019","Cooks, all other",NA,"620","10.96","22800"
"UT","Utah","43-2011","Switchboard operators, including answering service",NA,"620","11.13","23150"
"ND","North Dakota","51-3021","Butchers and meat cutters",NA,"620","11.17","23230"
"OH","Ohio","51-7099","Woodworkers, all other",NA,"620","11.69","24320"
"NH","New Hampshire","51-3011","Bakers",NA,"620","11.99","24930"
"KY","Kentucky","37-3013","Tree trimmers and pruners",NA,"620","12.21","25410"
"WY","Wyoming","39-5012","Hairdressers, hairstylists, and cosmetologists",NA,"620","12.26","25490"
"MN","Minnesota","51-6041","Shoe and leather workers and repairers",NA,"620","12.38","25740"
"KY","Kentucky","47-3011","Helpers--brickmasons, blockmasons, stonemasons, and tile and marble setters",NA,"620","12.51","26030"
"SD","South Dakota","25-2011","Preschool teachers, except special education",NA,"620","12.75","26520"
"DE","Delaware","49-9098","Helpers--installation, maintenance, and repair workers",NA,"620","12.80","26620"
"NM","New Mexico","53-7081","Refuse and recyclable material collectors",NA,"620","12.83","26680"
"NM","New Mexico","51-2022","Electrical and electronic equipment assemblers",NA,"620","13.01","27060"
"GA","Georgia","49-9094","Locksmiths and safe repairers",NA,"620","13.20","27460"
"AL","Alabama","51-5021","Job printers",NA,"620","13.24","27540"
"NC","North Carolina","33-9011","Animal control workers",NA,"620","13.30","27660"
"OH","Ohio","51-3091","Food and tobacco roasting, baking, and drying machine operators and tenders",NA,"620","13.46","28000"
"OR","Oregon","51-2023","Electromechanical equipment assemblers",NA,"620","13.73","28560"
"VT","Vermont","39-5012","Hairdressers, hairstylists, and cosmetologists",NA,"620","13.91","28920"
"ME","Maine","31-1013","Psychiatric aides",NA,"620","13.93","28980"
"MI","Michigan","47-3015","Helpers--pipelayers, plumbers, pipefitters, and steamfitters",NA,"620","13.95","29010"
"MI","Michigan","51-6099","Textile, apparel, and furnishings workers, all other",NA,"620","14.11","29360"
"TX","Texas","37-3019","Grounds maintenance workers, all other",NA,"620","14.23","29590"
"SC","South Carolina","49-9091","Coin, vending, and amusement machine servicers and repairers",NA,"620","14.28","29710"
"KS","Kansas","43-9031","Desktop publishers",NA,"620","14.44","30040"
"NJ","New Jersey","53-5011","Sailors and marine oilers",NA,"620","14.45","30050"
"IN","Indiana","37-3013","Tree trimmers and pruners",NA,"620","14.46","30080"
"AR","Arkansas","47-2181","Roofers",NA,"620","14.56","30290"
"ME","Maine","31-9094","Medical transcriptionists",NA,"620","14.62","30410"
"IL","Illinois","51-9194","Etchers and engravers",NA,"620","14.80","30780"
"ID","Idaho","43-4031","Court, municipal, and license clerks",NA,"620","14.81","30800"
"IA","Iowa","49-9091","Coin, vending, and amusement machine servicers and repairers",NA,"620","14.94","31080"
"AL","Alabama","49-2097","Electronic home entertainment equipment installers and repairers",NA,"620","14.99","31180"
"RI","Rhode Island","25-4031","Library technicians",NA,"620","15.01","31230"
"RI","Rhode Island","51-2041","Structural metal fabricators and fitters",NA,"620","15.03","31250"
"MD","Maryland","39-5094","Skin care specialists",NA,"620","15.10","31420"
"VT","Vermont","43-4031","Court, municipal, and license clerks",NA,"620","15.12","31450"
"NJ","New Jersey","47-4031","Fence erectors",NA,"620","15.17","31550"
"OR","Oregon","51-9032","Cutting and slicing machine setters, operators, and tenders",NA,"620","15.25","31710"
"AR","Arkansas","23-2093","Title examiners, abstractors, and searchers",NA,"620","15.31","31840"
"WA","Washington","31-1013","Psychiatric aides",NA,"620","15.56","32360"
"NE","Nebraska","35-1011","Chefs and head cooks",NA,"620","15.71","32670"
"CT","Connecticut","49-3053","Outdoor power equipment and other small engine mechanics",NA,"620","15.81","32880"
"CT","Connecticut","51-9083","Ophthalmic laboratory technicians",NA,"620","15.95","33180"
"SC","South Carolina","27-3022","Reporters and correspondents",NA,"620","15.95","33180"
"IL","Illinois","21-2099","Religious workers, all other",NA,"620","16.03","33330"
"FL","Florida","51-9082","Medical appliance technicians",NA,"620","16.42","34160"
"MI","Michigan","43-9081","Proofreaders and copy markers",NA,"620","16.54","34390"
"HI","Hawaii","49-3021","Automotive body and related repairers",NA,"620","16.55","34430"
"GA","Georgia","19-4091","Environmental science and protection technicians, including health",NA,"620","16.58","34480"
"IL","Illinois","43-4021","Correspondence clerks",NA,"620","16.67","34680"
"ID","Idaho","43-4061","Eligibility interviewers, government programs",NA,"620","16.73","34800"
"SC","South Carolina","21-1092","Probation officers and correctional treatment specialists",NA,"620","16.96","35290"
"NM","New Mexico","43-9011","Computer operators",NA,"620","16.97","35300"
"OK","Oklahoma","27-3022","Reporters and correspondents",NA,"620","17.03","35420"
"ND","North Dakota","43-5053","Postal service mail sorters, processors, and processing machine operators",NA,"620","17.06","35480"
"NH","New Hampshire","43-5032","Dispatchers, except police, fire, and ambulance",NA,"620","17.07","35500"
"IN","Indiana","51-9012","Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",NA,"620","17.21","35800"
"ME","Maine","37-1012","First-line supervisors/managers of landscaping, lawn service, and groundskeeping workers",NA,"620","17.21","35790"
"FL","Florida","49-9096","Riggers",NA,"620","17.31","36010"
"SD","South Dakota","49-9052","Telecommunications line installers and repairers",NA,"620","17.54","36480"
"VI","Virgin Islands","41-1011","First-line supervisors/managers of retail sales workers",NA,"620","17.60","36600"
"IA","Iowa","25-3021","Self-enrichment education teachers",NA,"620","17.88","37190"
"DE","Delaware","43-9011","Computer operators",NA,"620","18.21","37880"
"OK","Oklahoma","17-3031","Surveying and mapping technicians",NA,"620","18.22","37890"
"MD","Maryland","49-9031","Home appliance repairers",NA,"620","18.47","38420"
"VT","Vermont","25-4021","Librarians",NA,"620","19.00","39530"
"IL","Illinois","47-5042","Mine cutting and channeling machine operators",NA,"620","19.02","39560"
"LA","Louisiana","33-1099","First-line supervisors/managers, protective service workers, all other",NA,"620","19.73","41050"
"MO","Missouri","31-2011","Occupational therapist assistants",NA,"620","19.86","41310"
"DE","Delaware","43-5053","Postal service mail sorters, processors, and processing machine operators",NA,"620","19.98","41550"
"DE","Delaware","21-1029","Social workers, all other",NA,"620","20.41","42450"
"PR","Puerto Rico","15-1071","Network and computer systems administrators",NA,"620","21.03","43750"
"AZ","Arizona","19-4091","Environmental science and protection technicians, including health",NA,"620","21.14","43970"
"OR","Oregon","27-2041","Music directors and composers",NA,"620","21.81","45360"
"WI","Wisconsin","21-1091","Health educators",NA,"620","21.87","45480"
"SC","South Carolina","27-1025","Interior designers",NA,"620","22.34","46470"
"UT","Utah","47-5013","Service unit operators, oil, gas, and mining",NA,"620","22.61","47020"
"MI","Michigan","47-5021","Earth drillers, except oil and gas",NA,"620","22.66","47140"
"TN","Tennessee","17-3012","Electrical and electronics drafters",NA,"620","23.03","47900"
"NV","Nevada","17-3013","Mechanical drafters",NA,"620","23.10","48040"
"MD","Maryland","27-3091","Interpreters and translators",NA,"620","23.90","49710"
"MD","Maryland","53-5021","Captains, mates, and pilots of water vessels",NA,"620","24.91","51810"
"CT","Connecticut","17-3012","Electrical and electronics drafters",NA,"620","25.00","52000"
"SD","South Dakota","13-1031","Claims adjusters, examiners, and investigators",NA,"620","25.29","52600"
"FL","Florida","27-4099","Media and communication equipment workers, all other",NA,"620","25.82","53700"
"RI","Rhode Island","17-3023","Electrical and electronic engineering technicians",NA,"620","27.03","56220"
"MN","Minnesota","19-1031","Conservation scientists",NA,"620","27.89","58000"
"OK","Oklahoma","11-3049","Human resources managers, all other",NA,"620","28.09","58430"
"NC","North Carolina","29-2033","Nuclear medicine technologists",NA,"620","28.69","59670"
"IA","Iowa","15-1061","Database administrators",NA,"620","28.98","60270"
"MA","Massachusetts","23-2099","Legal support workers, all other",NA,"620","29.29","60930"
"MI","Michigan","29-1124","Radiation therapists",NA,"620","30.43","63290"
"RI","Rhode Island","13-1051","Cost estimators",NA,"620","31.71","65960"
"IL","Illinois","19-3099","Social scientists and related workers, all other",NA,"620","31.81","66150"
"ME","Maine","17-3029","Engineering technicians, except drafters, all other",NA,"620","32.16","66900"
"ME","Maine","17-2141","Mechanical engineers",NA,"620","32.80","68230"
"LA","Louisiana","11-9039","Education administrators, all other",NA,"620","33.89","70490"
"PA","Pennsylvania","19-3099","Social scientists and related workers, all other",NA,"620","34.19","71110"
"NV","Nevada","19-2041","Environmental scientists and specialists, including health",NA,"620","34.88","72550"
"WY","Wyoming","11-3031","Financial managers",NA,"620","38.59","80260"
"MT","Montana","11-1011","Chief executives",NA,"620","39.10","81330"
"NJ","New Jersey","15-2041","Statisticians",NA,"620","39.21","81550"
"MI","Michigan","11-3042","Training and development managers",NA,"620","39.48","82120"
"NV","Nevada","11-3049","Human resources managers, all other",NA,"620","39.54","82240"
"CO","Colorado","19-2099","Physical scientists, all other",NA,"620","40.86","84980"
"DC","District of Columbia","11-9021","Construction managers",NA,"620","41.16","85620"
"MD","Maryland","11-3042","Training and development managers",NA,"620","42.33","88040"
"KS","Kansas","53-2021","Air traffic controllers",NA,"620","55.22","114860"
"OK","Oklahoma","33-9092","Lifeguards, ski patrol, and other recreational protective service workers",NA,"620","7.76","16150"
"IA","Iowa","29-1021","Dentists, general",NA,"620","70.36","146350"
"NE","Nebraska","39-3031","Ushers, lobby attendants, and ticket takers",NA,"620","8.33","17330"
"DE","Delaware","11-1011","Chief executives",NA,"620","83.41","173500"
"PR","Puerto Rico","43-4111","Interviewers, except eligibility and loan",NA,"620","9.14","19010"
"AL","Alabama","51-3092","Food batchmakers",NA,"620","9.61","19990"
"MA","Massachusetts","29-1061","Anesthesiologists",NA,"620","92.40","192200"
"PA","Pennsylvania","29-1064","Obstetricians and gynecologists",NA,"620","93.22","193900"
"KS","Kansas","53-7051","Industrial truck and tractor operators",NA,"6200","13.73","28560"
"CT","Connecticut","39-5012","Hairdressers, hairstylists, and cosmetologists",NA,"6200","14.31","29760"
"MI","Michigan","29-2041","Emergency medical technicians and paramedics",NA,"6200","14.39","29930"
"OH","Ohio","51-4081","Multiple machine tool setters, operators, and tenders, metal and plastic",NA,"6200","17.18","35740"
"TX","Texas","49-2094","Electrical and electronics repairers, commercial and industrial equipment",NA,"6200","23.26","48380"
"OH","Ohio","25-9031","Instructional coordinators",NA,"6200","29.64","61660"
"NJ","New Jersey","15-1099","Computer specialists, all other",NA,"6200","35.09","72980"
"LA","Louisiana","35-3011","Bartenders",NA,"6200","7.67","15950"
"DC","District of Columbia","00-0000","All Occupations",NA,"620970","30.84","64150"
"OH","Ohio","43-2011","Switchboard operators, including answering service",NA,"6210","11.37","23640"
"ND","North Dakota","43-3031","Bookkeeping, accounting, and auditing clerks",NA,"6210","13.43","27930"
"UT","Utah","51-1011","First-line supervisors/managers of production and operating workers",NA,"6210","23.98","49880"
"NC","North Carolina","15-1081","Network systems and data communications analysts",NA,"6210","32.26","67100"
"FL","Florida","17-2141","Mechanical engineers",NA,"6210","34.73","72250"
"WI","Wisconsin","35-9031","Hosts and hostesses, restaurant, lounge, and coffee shop",NA,"6210","8.43","17530"
"OR","Oregon","41-2031","Retail salespersons",NA,"62100","12.70","26420"
"MA","Massachusetts","21-0000","Community and social services occupations","major","62100","20.32","42270"
"IL","Illinois","41-0000","Sales and related occupations","major","621590","18.41","38280"
"IN","Indiana","39-0000","Personal care and service occupations","major","62160","10.62","22090"
"KS","Kansas","33-9032","Security guards",NA,"6220","12.62","26240"
"DE","Delaware","43-3031","Bookkeeping, accounting, and auditing clerks",NA,"6220","16.99","35340"
"NJ","New Jersey","39-1021","First-line supervisors/managers of personal service workers",NA,"6220","21.09","43870"
"NJ","New Jersey","23-2011","Paralegals and legal assistants",NA,"6220","24.35","50650"
"MI","Michigan","11-3011","Administrative services managers",NA,"6220","33.89","70490"
"MO","Missouri","15-1032","Computer software engineers, systems software",NA,"6220","36.81","76570"
"GA","Georgia","29-1111","Registered nurses",NA,"62230","27.57","57350"
"MO","Missouri","43-9021","Data entry keyers",NA,"6230","12.25","25490"
"LA","Louisiana","51-9199","Production workers, all other",NA,"6230","13.69","28470"
"CO","Colorado","15-1099","Computer specialists, all other",NA,"6230","34.63","72030"
"RI","Rhode Island","11-1021","General and operations managers",NA,"6230","53.04","110310"
"AL","Alabama","41-2011","Cashiers",NA,"62340","7.59","15800"
"MA","Massachusetts","51-9111","Packaging and filling machine operators and tenders",NA,"6240","12.11","25190"
"VA","Virginia","39-9031","Fitness trainers and aerobics instructors",NA,"6240","16.61","34550"
"NE","Nebraska","43-1011","First-line supervisors/managers of office and administrative support workers",NA,"6240","21.14","43960"
"IN","Indiana","13-1023","Purchasing agents, except wholesale, retail, and farm products",NA,"6240","24.09","50100"
"MA","Massachusetts","19-4021","Biological technicians",NA,"6240","24.77","51510"
"NY","New York","13-2041","Credit analysts",NA,"6240","45.42","94470"
"AL","Alabama","13-0000","Business and financial operations occupations","major","62440","28.32","58910"
"KY","Kentucky","53-3031","Driver/sales workers",NA,"6250","11.60","24120"
"TN","Tennessee","41-3021","Insurance sales agents",NA,"6250","25.37","52780"
"VA","Virginia","21-1012","Educational, vocational, and school counselors",NA,"6250","27.35","56880"
"NJ","New Jersey","29-2034","Radiologic technologists and technicians",NA,"6250","29.10","60530"
"OH","Ohio","17-2051","Civil engineers",NA,"6250","32.88","68390"
"UT","Utah","15-1021","Computer programmers",NA,"6250","35.11","73030"
"IN","Indiana","11-9111","Medical and health services managers",NA,"6250","36.52","75970"
"OH","Ohio","21-0000","Community and social services occupations","major","62510","19.49","40540"
"NJ","New Jersey","43-4051","Customer service representatives",NA,"62560","16.47","34250"
"NC","North Carolina","43-9061","Office clerks, general",NA,"62590","11.63","24180"
"CA","California","39-6011","Baggage porters and bellhops",NA,"6260","11.67","24270"
"FL","Florida","47-3019","Helpers, construction trades, all other",NA,"6260","12.23","25430"
"OK","Oklahoma","33-3012","Correctional officers and jailers",NA,"6260","12.86","26750"
"NJ","New Jersey","29-2041","Emergency medical technicians and paramedics",NA,"6260","16.18","33660"
"IL","Illinois","43-4161","Human resources assistants, except payroll and timekeeping",NA,"6260","18.07","37590"
"IA","Iowa","47-2111","Electricians",NA,"6260","21.01","43690"
"MA","Massachusetts","17-2112","Industrial engineers",NA,"6260","39.14","81410"
"AR","Arkansas","53-3022","Bus drivers, school",NA,"6260","9.74","20250"
"WI","Wisconsin","31-9099","Healthcare support workers, all other",NA,"6270","13.04","27130"
"FL","Florida","25-1194","Vocational education teachers, postsecondary",NA,"6270","24.80","51580"
"IL","Illinois","13-1022","Wholesale and retail buyers, except farm products",NA,"6270","25.60","53240"
"CA","California","29-9099","Healthcare practitioners and technical workers, all other",NA,"6270","31.10","64680"
"SC","South Carolina","43-3011","Bill and account collectors",NA,"6280","13.61","28310"
"NC","North Carolina","51-2022","Electrical and electronic equipment assemblers",NA,"6280","14.37","29900"
"MI","Michigan","43-4051","Customer service representatives",NA,"62800","15.98","33240"
"PA","Pennsylvania","27-0000","Arts, design, entertainment, sports, and media occupations","major","62820","20.53","42700"
"AZ","Arizona","43-9061","Office clerks, general",NA,"62840","12.72","26450"
"WA","Washington","43-9061","Office clerks, general",NA,"62850","13.71","28520"
"MO","Missouri","15-0000","Computer and mathematical occupations","major","62860","30.48","63400"
"UT","Utah","43-5071","Shipping, receiving, and traffic clerks",NA,"6290","12.42","25830"
"CT","Connecticut","43-3071","Tellers",NA,"6290","12.93","26890"
"TN","Tennessee","49-9021","Heating, air conditioning, and refrigeration mechanics and installers",NA,"6290","15.82","32920"
"AK","Alaska","19-0000","Life, physical, and social science occupations","major","6290","26.99","56140"
"MI","Michigan","19-3021","Market research analysts",NA,"6290","35.90","74670"
"OH","Ohio","33-9092","Lifeguards, ski patrol, and other recreational protective service workers",NA,"6290","8.21","17080"
"CA","California","35-9099","Food preparation and serving related workers, all other",NA,"6290","8.92","18550"
"PA","Pennsylvania","53-6021","Parking lot attendants",NA,"6290","9.20","19140"
"TX","Texas","13-1199","Business operations specialists, all other",NA,"62930","30.95","64390"
"NY","New York","51-3023","Slaughterers and meat packers",NA,"630","10.01","20810"
"WV","West Virginia","43-4071","File clerks",NA,"630","10.14","21090"
"SC","South Carolina","27-1026","Merchandise displayers and window trimmers",NA,"630","10.29","21410"
"KY","Kentucky","41-9011","Demonstrators and product promoters",NA,"630","10.83","22540"
